ID,AC,gene_symbol,protein_name,GO_F Count,GO_P Count,GO_C Count,all_go_counts,bin,normalized_protein,normalized_gene_name,MATCH,PMC_ID,Rank,PMC_PROTEIN,HGNC_symbol,gene_id,gene_name,Bin2,predicted_gene_name,pmatch
PEX5_HUMAN,P50542,PEX5,Peroxisomal targeting signal 1 receptor ,6,21,9,36,bin_5,Peroxisomal targeting signal 1 receptor,PEX5,1,1748,2148,6316,PEX5,HGNC:9719,peroxisomal biogenesis factor 5,11,ret proto-oncogene,0
OSBP1_HUMAN,P22059,OSBP,Oxysterol-binding protein 1 ,5,9,13,27,bin_5,Oxysterol-binding protein 1,OSBP,1,1895,2050,3152,OSBP,HGNC:8503,oxysterol binding protein,11,prostaglandin-endoperoxide synthase 2,0
AF9_HUMAN,P42568,MLLT3,Protein AF-9 ,6,9,6,21,bin_5,protein,MLLT3,1,1620,2244,377,MLLT3,HGNC:7136,MLLT3 super elongation complex subunit,12,mitogen-activated protein kinase 1,0
ACTN3_HUMAN,Q08043,ACTN3,Alpha-actinin-3,6,21,10,37,bin_5,Alpha-actinin-3,ACTN3,1,1550,2305,769,ACTN3,HGNC:165,actinin alpha 3,12,adenosine deaminase,0
NR0B1_HUMAN,P51843,NR0B1,Nuclear receptor subfamily 0 group B member 1,8,17,9,34,bin_5,Nuclear receptor subfamily 0 group B member 1,NR0B1,1,1588,2275,246,NR0B1,HGNC:7960,nuclear receptor subfamily 0 group B member 1,12,prostaglandin-endoperoxide synthase 2,0
MP2K6_HUMAN,P52564,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6,7,24,4,35,bin_5,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6,1,1505,2349,297,MAP2K6,HGNC:6846,mitogen-activated protein kinase kinase 6,12,kinesin family member 5B,0
HSP76_HUMAN,P17066,HSPA6,Heat shock 70 kDa protein 6,7,4,9,20,bin_5,Heat shock 70 kDa protein 6,HSPA6,1,1631,2235,52116,HSPA6,HGNC:5239,heat shock protein family A (Hsp70) member 6,12,interleukin 6,0
CXB6_HUMAN,O95452,GJB6,Gap junction beta-6 protein,5,15,3,23,bin_5,Gap junction beta-6 protein,GJB6,1,1611,2254,1562,GJB6,HGNC:4288,gap junction protein beta 6,12,fibroblast growth factor 1,0
DVL3_HUMAN,Q92997,DVL3,Segment polarity protein dishevelled homolog DVL-3,5,15,2,22,bin_5,Segment polarity protein dishevelled homolog DVL-3,DVL3,1,1600,2261,24,DVL3,HGNC:3087,dishevelled segment polarity protein 3,12,epidermal growth factor receptor,0
LMO4_HUMAN,P61968,LMO4,LIM domain transcription factor LMO4,3,14,3,20,bin_5,LIM domain transcription factor LMO4,LMO4,1,1678,2191,659,LMO4,HGNC:6644,LIM domain only 4,12,lysosomal associated membrane protein 1,0
RBMX_HUMAN,P38159,RBMX,"RNA-binding motif protein, X chromosome, N-terminally processed",6,10,11,27,bin_5,"RNA-binding motif protein, X chromosome, N-terminally processed",RBMX,1,1632,2234,127,RBMX,HGNC:9910,RNA binding motif protein X-linked,12,prostaglandin-endoperoxide synthase 2,0
SMCA5_HUMAN,O60264,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,8,21,14,43,bin_5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,SMARCA5,1,1664,2208,0,SMARCA5,HGNC:11101,SNF2 related chromatin remodeling ATPase 5,12,ret proto-oncogene,0
KIF1B_HUMAN,Q9P280,KIF1B,Kinesin-like protein KIF1B ,5,9,9,23,bin_5,Kinesin-like protein KIF1B,KIF1B,1,1586,2277,172,KIF1B,HGNC:16636,kinesin family member 1B,12,serine/threonine kinase 11,0
CER1_HUMAN,O95813,CER1,Cerberus,4,17,2,23,bin_5,Cerberus,CER1,1,1492,2364,1992,CER1,HGNC:1862,"cerberus 1, DAN family BMP antagonist",12,cytochrome P450 family 2 subfamily C member 19,0
DNLI3_HUMAN,P49916,LIG3,DNA ligase 3,5,12,4,21,bin_5,DNA ligase 3,LIG3,1,1610,2255,235198,LIG3,HGNC:6600,DNA ligase 3,12,lysine demethylase 5C,0
SUV92_HUMAN,Q9H5I1,SUV39H2,Histone-lysine N-methyltransferase SUV39H2,7,10,4,21,bin_5,Histone-lysine N-methyltransferase SUV39H2,SUV39H2,1,1537,2320,368,SUV39H2,HGNC:17287,SUV39H2 histone lysine methyltransferase,12,retinoid X receptor alpha,0
DINTKPKKEN,P55011,SLC12A2,Solute carrier family 12 member 2,8,29,16,53,bin_5,Solute carrier family 12 member 2,SLC12A2,1,1617,2246,1753,SLC12A2,HGNC:10911,solute carrier family 12 member 2,12,prostaglandin-endoperoxide synthase 2,0
VEGFD_HUMAN,O43915,VEGFD,Vascular endothelial growth factor D ,6,14,4,24,bin_5,Vascular endothelial growth factor D,FIGF,0,1681,2188,1895,VEGFD,HGNC:3708,vascular endothelial growth factor D,12,fibroblast growth factor receptor 2,0
RARG_HUMAN,Q9H1I3,RARG,Retinoic acid receptor gamma,9,33,6,48,bin_5,Retinoic acid receptor gamma,RARG,1,1671,2197,47444,RARG,HGNC:9866,retinoic acid receptor gamma,12,prostaglandin-endoperoxide synthase 2,0
ANXA3_HUMAN,P12429,ANXA3,Annexin A3,5,11,11,27,bin_5,Annexin A3,ANXA3,1,1539,2319,5491,ANXA3,HGNC:541,annexin A3,12,albumin,0
ASPH_HUMAN,Q6NXR7,ASPH,Aspartyl/asparaginyl beta-hydroxylase,6,26,8,40,bin_5,Aspartyl/asparaginyl beta-hydroxylase,ASPH,1,1540,2316,115,ASPH,HGNC:757,aspartate beta-hydroxylase,12,albumin,0
FBW1A_HUMAN,Q9Y297,BTRC,F-box/WD repeat-containing protein 1A,7,28,4,39,bin_5,F-box/WD repeat-containing protein 1A,FBXW1A,0,1517,2335,153,BTRC,HGNC:1144,beta-transducin repeat containing E3 ubiquitin protein ligase,12,CYP11A1,0
IF6_HUMAN,P56537,EIF6,Eukaryotic translation initiation factor 6 ,3,13,9,25,bin_5,Eukaryotic translation initiation factor 6,EIF6,1,1540,2317,97934,EIF6,HGNC:6159,eukaryotic translation initiation factor 6,12,interleukin 6,0
CATG_HUMAN,P08311,CTSG,"Cathepsin G, C-terminal truncated form ",6,22,14,42,bin_5,Cathepsin G,CTSG,1,1596,2264,472,CTSG,HGNC:2532,cathepsin G,12,epidermal growth factor receptor,0
S5A2_HUMAN,P31213,SRD5A2,3-oxo-5-alpha-steroid 4-dehydrogenase 2,4,22,3,29,bin_5,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,1,1667,2203,437,SRD5A2,HGNC:11285,steroid 5 alpha-reductase 2,12,prostaglandin-endoperoxide synthase 2,0
MUL1_HUMAN,SCVFLECGHV,MUL1,Mitochondrial ubiquitin ligase activator of NFKB 1,7,27,4,38,bin_5,Mitochondrial ubiquitin ligase activator of NFKB 1,MULAN,0,1514,2338,1158,MUL1,HGNC:25762,mitochondrial E3 ubiquitin protein ligase 1,12,serine/threonine kinase 40,0
PGRC1_HUMAN,O00264,PGRMC1,Membrane-associated progesterone receptor component 1,5,3,12,20,bin_5,Membrane-associated progesterone receptor component 1,PGRMC1,1,1617,2247,2283,PGRMC1,HGNC:16090,progesterone receptor membrane component 1,12,ret proto-oncogene,0
CML1_HUMAN,Q99788,CMKLR1,Chemerin-like receptor 1 ,6,14,2,22,bin_5,Chemerin-like receptor 1,CMKLR1,1,1607,2257,15,CMKLR1,HGNC:2121,chemerin chemokine-like receptor 1,12,cytochrome P450 family 2 subfamily C member 19,0
CIB1_HUMAN,Q99828,CIB1,Calcium and integrin-binding protein 1,7,42,21,70,bin_5,Calcium and integrin-binding protein 1,CIB1,1,1644,2224,7320,CIB1,HGNC:16920,calcium and integrin binding 1,12,ret proto-oncogene,0
TELT_HUMAN,O15273,TCAP,Telethonin,8,18,3,29,bin_5,Telethonin,TCAP,1,1512,2342,764,TCAP,HGNC:11610,titin-cap,12,prostaglandin-endoperoxide synthase 2,0
SHAN1_HUMAN,Q9Y566,SHANK1,SH3 and multiple ankyrin repeat domains protein 1,9,18,11,38,bin_5,SH3 and multiple ankyrin repeat domains protein 1,SHANK1,1,1509,2346,2593,SHANK1,HGNC:15474,SH3 and multiple ankyrin repeat domains 1,12,ret proto-oncogene,0
GRIK2_HUMAN,Q96KS6,GRIK2,"Glutamate receptor ionotropic, kainate 2",11,20,10,41,bin_5,"Glutamate receptor ionotropic, kainate 2",GRIK2,1,1616,2248,9361,GRIK2,HGNC:4580,glutamate ionotropic receptor kainate type subunit 2,12,forkhead box P2,0
CLIC4_HUMAN,Q9Y696,CLIC4,Chloride intracellular channel protein 4,1,14,17,32,bin_5,Chloride intracellular channel protein 4,CLIC4,1,1395,2442,73920,CLIC4,HGNC:13518,chloride intracellular channel 4,13,prostaglandin-endoperoxide synthase 2,0
HNRPQ_HUMAN,Q96LC2,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,2,12,12,26,bin_5,Heterogeneous nuclear ribonucleoprotein Q,HNRNPQ,0,1325,2503,7555,SYNCRIP,HGNC:16918,synaptotagmin binding cytoplasmic RNA interacting protein,13,prostaglandin-endoperoxide synthase 2,0
CREB3_HUMAN,O43889,CREB3,Processed cyclic AMP-responsive element-binding protein 3,14,22,12,48,bin_5,Processed cyclic AMP-responsive element-binding protein 3,CREB3,1,1359,2473,6303,CREB3,HGNC:2347,cAMP responsive element binding protein 3,13,cytochrome P450 family 2 subfamily C member 9,0
FTM_HUMAN,Q68CZ1,RPGRIP1L,Protein fantom,1,20,14,35,bin_5,no appropriate match,XXXX,0,1281,2547,2542,RPGRIP1L,HGNC:29168,RPGRIP1 like,13,serine/threonine kinase 40,0
SMRC1_HUMAN,Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1 ,3,21,15,39,bin_5,SWI/SNF complex subunit SMARCC1,SMARCC1,1,1411,2433,719,SMARCC1,HGNC:11104,SWI/SNF related BAF chromatin remodeling complex subunit C1,13,prostaglandin-endoperoxide synthase 2,0
APOH_HUMAN,P02749,APOH,Beta-2-glycoprotein 1,5,14,9,28,bin_5,Beta-2-glycoprotein 1,APOH,1,1386,2452,2462,APOH,HGNC:616,apolipoprotein H,13,albumin,0
LLSAEFGKHL,P11277,SPTB,"Spectrin beta chain, erythrocytic",4,3,13,20,bin_5,"Spectrin beta chain, erythrocytic",SPTB,1,1378,2459,1802,SPTB,HGNC:11274,"spectrin beta, erythrocytic",13,prostaglandin-endoperoxide synthase 2,0
GIIVFSYTSQ,Q9H598,SLC32A1,Vesicular inhibitory amino acid transporter ,6,8,15,29,bin_5,Vesicular inhibitory amino acid transporter,SLC32A1,1,1465,2389,19707,SLC32A1,HGNC:11018,solute carrier family 32 member 1,13,ret proto-oncogene,0
SGRKLRRRTL,Q9NR48,ASH1L,Histone-lysine N-methyltransferase ASH1L,10,16,5,31,bin_5,Histone-lysine N-methyltransferase ASH1L,ASH1L,1,1412,2432,284,ASH1L,HGNC:19088,ASH1 like histone lysine methyltransferase,13,prostaglandin-endoperoxide synthase 2,0
FLOT1_HUMAN,O75955,FLOT1,Flotillin-1,2,26,26,54,bin_5,Flotillin-1,FLOT1,1,1441,2406,4883,FLOT1,HGNC:3757,flotillin 1,13,fibroblast growth factor receptor 1,0
SEM7A_HUMAN,O75326,SEMA7A,Semaphorin-7A,3,16,3,22,bin_5,Semaphorin-7A,SEMA7A,1,1359,2475,1179,SEMA7A,HGNC:10741,semaphorin 7A (JohnMiltonHagen blood group),13,prostaglandin-endoperoxide synthase 2,0
IMB1_HUMAN,Q14974,KPNB1,Importin subunit beta-1,9,9,15,33,bin_5,Importin subunit beta-1,KPNB1,1,1268,2562,951,KPNB1,HGNC:6400,karyopherin subunit beta 1,13,kinesin family member 5B,0
PCLO_HUMAN,Q9Y6V0,PCLO,Protein piccolo,4,8,8,20,bin_5,protein,PCLO,1,1384,2453,4463,PCLO,HGNC:13406,piccolo presynaptic cytomatrix protein,13,ret proto-oncogene,0
1433G_HUMAN,P61981,YWHAG,"14-3-3 protein gamma, N-terminally processed",9,10,6,25,bin_5,14-3-3 protein gamma,YWHAG,1,1304,2518,198,YWHAG,HGNC:12852,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,13,ret proto-oncogene,0
FOXH1_HUMAN,O75593,FOXH1,Forkhead box protein H1,12,19,4,35,bin_5,Forkhead box protein H1,FOXH1,1,1394,2444,4779,FOXH1,HGNC:3814,forkhead box H1,13,forkhead box O1,0
CR3L1_HUMAN,Q96BA8,CREB3L1,Processed cyclic AMP-responsive element-binding protein 3-like protein 1,8,12,7,27,bin_5,Processed cyclic AMP-responsive element-binding protein 3-like protein 1,CREB3L1,1,1467,2386,114,CREB3L1,HGNC:18856,cAMP responsive element binding protein 3 like 1,13,prostaglandin-endoperoxide synthase 2,0
RGS9_HUMAN,O75916,RGS9,Regulator of G-protein signaling 9,2,12,6,20,bin_5,Regulator of G-protein signaling 9,RGS9,1,1456,2395,293,RGS9,HGNC:10004,regulator of G protein signaling 9,13,prostaglandin-endoperoxide synthase 2,0
DHB4_HUMAN,P51659,HSD17B4,Enoyl-CoA hydratase 2,9,8,5,22,bin_5,Enoyl-CoA hydratase 2,ECHS1,0,1308,2517,153,HSD17B4,HGNC:5213,hydroxysteroid 17-beta dehydrogenase 4,13,interleukin 6,0
ARRB2_HUMAN,Q8N7Y2,ARRB2,Beta-arrestin-2,8,31,10,49,bin_5,Beta-arrestin-2,ARRB2,1,1311,2514,6242,ARRB2,HGNC:712,arrestin beta 2,13,albumin,0
RL26_HUMAN,P61254,RPL26,Large ribosomal subunit protein uL24 ,3,12,9,24,bin_5,Large ribosomal subunit protein uL24,RPL24,0,1296,2533,220,RPL26,HGNC:10327,ribosomal protein L26,13,prostaglandin-endoperoxide synthase 2,0
LONM_HUMAN,P36776,LONP1,"Lon protease homolog, mitochondrial ",13,14,5,32,bin_5,"Lon protease homolog, mitochondrial",LONP1,1,1311,2515,7884,LONP1,HGNC:9479,"lon peptidase 1, mitochondrial",13,prostaglandin-endoperoxide synthase 2,0
ZO2_HUMAN,Q8N756,TJP2,Tight junction protein ZO-2,7,10,7,24,bin_5,Tight junction protein ZO-2,TJP2,1,1375,2462,3722,TJP2,HGNC:11828,tight junction protein 2,13,ret proto-oncogene,0
GLR_HUMAN,P47871,GCGR,Glucagon receptor,3,14,3,20,bin_5,Glucagon receptor,GCGR,1,1449,2401,70347,GCGR,HGNC:4192,glucagon receptor,13,interleukin 6,0
GABR1_HUMAN,Q71SG6,GABBR1,Gamma-aminobutyric acid type B receptor subunit 1,5,14,16,35,bin_5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,1,1292,2536,23176,GABBR1,HGNC:4070,gamma-aminobutyric acid type B receptor subunit 1,13,fibroblast growth factor receptor 1,0
AHI1_HUMAN,Q8N157,AHI1,Jouberin,1,23,9,33,bin_5,Jouberin,AHI1,1,1393,2445,232,AHI1,HGNC:21575,Abelson helper integration site 1,13,serine/threonine kinase 11,0
RIR2B_HUMAN,Q9NTD8,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,3,14,4,21,bin_5,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,1,1380,2455,609,RRM2B,HGNC:17296,ribonucleotide reductase regulatory TP53 inducible subunit M2B,13,prostaglandin-endoperoxide synthase 2,0
SNAT_HUMAN,Q16613,AANAT,Serotonin N-acetyltransferase,3,15,3,21,bin_5,Serotonin N-acetyltransferase,AANAT,1,1421,2422,2384,AANAT,HGNC:19,aralkylamine N-acetyltransferase,13,adenosine deaminase,0
CHD5_HUMAN,Q8TDI0,CHD5,Chromodomain-helicase-DNA-binding protein 5,9,6,8,23,bin_5,Chromodomain-helicase-DNA-binding protein 5,CHD5,1,1290,2540,3408,CHD5,HGNC:16816,chromodomain helicase DNA binding protein 5,13,angiotensin converting enzyme 2,0
CTC1_HUMAN,Q2NKJ3,CTC1,CST complex subunit CTC1,3,14,5,22,bin_5,CST complex subunit CTC1,CTC1,1,1285,2544,556,CTC1,HGNC:26169,CST telomere replication complex component 1,13,serine/threonine kinase 40,0
S39AE_HUMAN,Q15043,SLC39A14,Metal cation symporter ZIP14 ,7,18,7,32,bin_5,Metal cation symporter ZIP14,SLC39A14,1,1393,2446,172,SLC39A14,HGNC:20858,solute carrier family 39 member 14,13,angiotensin converting enzyme 2,0
NSMA2_HUMAN,Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3 ,7,35,5,47,bin_5,Sphingomyelin phosphodiesterase 3,SMPD3,1,1188,2640,3429,SMPD3,HGNC:14240,sphingomyelin phosphodiesterase 3,14,prostaglandin-endoperoxide synthase 2,0
OXLA_HUMAN,Q96RQ9,IL4I1,L-amino-acid oxidase ,3,13,5,21,bin_5,L-amino-acid oxidase,no appropriate match,0,1134,2701,4724,IL4I1,HGNC:19094,interleukin 4 induced 1,14,solute carrier family 22 member 4,0
KS6A1_HUMAN,Q96C05,RPS6KA1,Ribosomal protein S6 kinase alpha-1,7,14,4,25,bin_5,Ribosomal protein S6 kinase alpha-1,RPS6KA1,1,1158,2671,2273,RPS6KA1,HGNC:10430,ribosomal protein S6 kinase A1,14,prostaglandin-endoperoxide synthase 2,0
STK3_HUMAN,Q13188,STK3,Serine/threonine-protein kinase 3 20kDa subunit,7,32,5,44,bin_5,Serine/threonine-protein kinase 3 20kDa subunit,no appropriate match,0,1094,2745,9,STK3,HGNC:11406,serine/threonine kinase 3,14,prostaglandin-endoperoxide synthase 2,0
AMFR_HUMAN,Q9UKV5,AMFR,E3 ubiquitin-protein ligase AMFR,11,13,12,36,bin_5,E3 ubiquitin-protein ligase AMFR,AMFR,1,1204,2631,629,AMFR,HGNC:463,autocrine motility factor receptor,14,albumin,0
COPT1_HUMAN,O15431,SLC31A1,Truncated CTR1 form ,5,10,7,22,bin_5,Truncated CTR1 form,SLC31A1,1,1179,2650,463,SLC31A1,HGNC:11016,solute carrier family 31 member 1,14,ret proto-oncogene,0
RBBP7_HUMAN,Q16576,RBBP7,Histone-binding protein RBBP7,2,16,10,28,bin_5,Histone-binding protein RBBP7,RBBP7,1,1173,2657,222,RBBP7,HGNC:9890,"RB binding protein 7, chromatin remodeling factor",14,prostaglandin-endoperoxide synthase 2,0
UB2L3_HUMAN,P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,8,13,6,27,bin_5,Ubiquitin-conjugating enzyme E2 L3,UBE2L3,1,1248,2587,973,UBE2L3,HGNC:12488,ubiquitin conjugating enzyme E2 L3,14,ret proto-oncogene,0
HDBP1_HUMAN,Q8IV16,GPIHBP1,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,7,11,6,24,bin_5,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,GPIHBP1,1,1205,2630,524,GPIHBP1,HGNC:24945,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,14,serine/threonine kinase 40,0
KCNJ8_HUMAN,Q15842,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,7,45,8,60,bin_5,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,1,1236,2604,140,KCNJ8,HGNC:6269,potassium inwardly rectifying channel subfamily J member 8,14,interleukin 6,0
KC1A_HUMAN,Q9UDK3,CSNK1A1,Casein kinase I isoform alpha,4,16,10,30,bin_5,Casein kinase I isoform alpha,CSNK1A1,1,1157,2673,1575,CSNK1A1,HGNC:2451,casein kinase 1 alpha 1,14,epidermal growth factor receptor,0
BKRB2_HUMAN,P30411,BDKRB2,B2 bradykinin receptor,5,16,4,25,bin_5,B2 bradykinin receptor,BDKRB2,1,1082,2760,6698,BDKRB2,HGNC:1030,bradykinin receptor B2,14,catenin beta 1,0
PTK6_HUMAN,Q13882,PTK6,Protein-tyrosine kinase 6,5,17,7,29,bin_5,protein-tyrosine kinase 6,PTK6,1,1176,2651,429415,PTK6,HGNC:9617,protein tyrosine kinase 6,14,prostaglandin-endoperoxide synthase 2,0
CYFP2_HUMAN,Q96F07,CYFIP2,Cytoplasmic FMR1-interacting protein 2,1,11,9,21,bin_5,Cytoplasmic FMR1-interacting protein 2,CYFIP2,1,1121,2716,539,CYFIP2,HGNC:13760,cytoplasmic FMR1 interacting protein 2,14,prostaglandin-endoperoxide synthase 2,0
RAB21_HUMAN,Q9UL25,RAB21,Ras-related protein Rab-21,3,9,17,29,bin_5,Ras-related protein Rab-21,RAB21,1,1187,2642,46,RAB21,HGNC:18263,"RAB21, member RAS oncogene family",14,prostaglandin-endoperoxide synthase 2,0
AT2A1_HUMAN,O14983,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 ,6,21,11,38,bin_5,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,1,1249,2584,3183,ATP2A1,HGNC:811,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,14,albumin,0
ANXA6_HUMAN,P08133,ANXA6,Annexin A6,9,6,12,27,bin_5,Annexin A6,ANXA6,1,1245,2593,2735,ANXA6,HGNC:544,annexin A6,14,adenosine deaminase,0
KAT8_HUMAN,Q9NR35,KAT8,Histone acetyltransferase KAT8 ,12,15,12,39,bin_5,Histone acetyltransferase KAT8,MYST1,0,1123,2715,767,KAT8,HGNC:17933,lysine acetyltransferase 8,14,prostaglandin-endoperoxide synthase 2,0
SFTPD_HUMAN,P35247,SFTPD,Pulmonary surfactant-associated protein D,2,12,8,22,bin_5,Pulmonary surfactant-associated protein D,SFTPD,1,1127,2712,565,SFTPD,HGNC:10803,surfactant protein D,14,prostaglandin-endoperoxide synthase 2,0
SCNNB_HUMAN,P51168,SCNN1B,Amiloride-sensitive sodium channel subunit beta,2,26,6,34,bin_5,Amiloride-sensitive sodium channel subunit beta,SCNN1B,1,1110,2731,2454,SCNN1B,HGNC:10600,sodium channel epithelial 1 subunit beta,14,prostaglandin-endoperoxide synthase 2,0
S26A6_HUMAN,Q9BXS9,SLC26A6,Solute carrier family 26 member 6,14,23,12,49,bin_5,Solute carrier family 26 member 6,SLC26A6,1,1126,2713,13782,SLC26A6,HGNC:14472,solute carrier family 26 member 6,14,ret proto-oncogene,0
IREB2_HUMAN,Q9UF17,IREB2,Iron-responsive element-binding protein 2,5,12,3,20,bin_5,Iron-responsive element-binding protein 2,IREB2,1,1171,2660,1615,IREB2,HGNC:6115,iron responsive element binding protein 2,14,interleukin 6,0
ADA15_HUMAN,Q71S69,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,6,17,7,30,bin_5,Disintegrin and metalloproteinase domain-containing protein 15,ADAM15,1,1239,2599,3005,ADAM15,HGNC:193,ADAM metallopeptidase domain 15,14,albumin,0
AL3A2_HUMAN,P51648,ALDH3A2,Aldehyde dehydrogenase family 3 member A2,7,8,6,21,bin_5,Aldehyde dehydrogenase family 3 member A2,ALDH3A2,1,1107,2734,2994,ALDH3A2,HGNC:403,aldehyde dehydrogenase 3 family member A2,14,albumin,0
FAF1_HUMAN,Q9UNN5,FAF1,FAS-associated factor 1,7,11,9,27,bin_5,FAS-associated factor 1,FAF1,1,1187,2643,9593,FAF1,HGNC:3578,Fas associated factor 1,14,epidermal growth factor receptor,0
TISD_HUMAN,P47974,ZFP36L2,mRNA decay activator protein ZFP36L2 ,3,22,3,28,bin_5,mRNA decay activator protein ZFP36L2,ZFP36L2,1,1174,2653,245,ZFP36L2,HGNC:1108,ZFP36 ring finger protein like 2,14,calcium voltage-gated channel subunit alpha1 C,0
PARP9_HUMAN,Q8IXQ6,PARP9,Protein mono-ADP-ribosyltransferase PARP9 ,11,18,8,37,bin_5,protein,PARP9,1,1217,2620,292,PARP9,HGNC:24118,poly(ADP-ribose) polymerase family member 9,14,sodium voltage-gated channel alpha subunit 9,0
PTPRK_HUMAN,VCEFKAAYFD,PTPRK,Receptor-type tyrosine-protein phosphatase kappa,5,14,8,27,bin_5,Receptor-type tyrosine-protein phosphatase kappa,PTPRK,1,1104,2738,600,PTPRK,HGNC:9674,protein tyrosine phosphatase receptor type K,14,prostaglandin-endoperoxide synthase 2,0
CSRP3_HUMAN,P50461,CSRP3,Cysteine and glycine-rich protein 3,6,23,6,35,bin_5,Cysteine and glycine-rich protein 3,CSRP3,1,1097,2742,313,CSRP3,HGNC:2472,cysteine and glycine rich protein 3,14,epidermal growth factor receptor,0
SNAPN_HUMAN,O95295,SNAPIN,SNARE-associated protein Snapin,1,28,14,43,bin_5,SNARE-associated protein Snapin,SNAPIN,1,1186,2644,205,SNAPIN,HGNC:17145,SNAP associated protein,14,ret proto-oncogene,0
DQA2_HUMAN,P01906,HLA-DQA2,"HLA class II histocompatibility antigen, DQ alpha 2 chain",3,6,11,20,bin_5,"HLA class II histocompatibility antigen, DQ alpha 2 chain",HLA-DQA2,1,1011,2838,3824,HLA-DQA2,HGNC:4943,"major histocompatibility complex, class II, DQ alpha 2",15,interleukin 6,0
DYL1_HUMAN,P63167,DYNLL1,"Dynein light chain 1, cytoplasmic",8,10,19,37,bin_5,"Dynein light chain 1, cytoplasmic",DYNLL1,1,955,2899,13897,DYNLL1,HGNC:15476,dynein light chain LC8-type 1,15,prostaglandin-endoperoxide synthase 2,0
FA2H_HUMAN,Q7L5A8,FA2H,Fatty acid 2-hydroxylase ,3,15,3,21,bin_5,Fatty acid 2-hydroxylase,FA2H,1,982,2869,876,FA2H,HGNC:21197,fatty acid 2-hydroxylase,15,sirtuin 1,0
UD17_HUMAN,Q9HAW7,UGT1A7,UDP-glucuronosyltransferase 1A7 ,7,13,2,22,bin_5,UDP-glucuronosyltransferase 1A7,UGT1A7,1,914,2943,434,UGT1A7,HGNC:12539,UDP glucuronosyltransferase family 1 member A7,15,ret proto-oncogene,0
NPT2A_HUMAN,Q06495,SLC34A1,Sodium-dependent phosphate transport protein 2A,4,33,12,49,bin_5,Sodium-dependent phosphate transport protein 2A,SLC34A1,1,1015,2829,1157,SLC34A1,HGNC:11019,solute carrier family 34 member 1,15,prostaglandin-endoperoxide synthase 2,0
PRIC1_HUMAN,Q96MT3,PRICKLE1,Prickle-like protein 1,2,45,5,52,bin_5,Prickle-like protein 1,PRICKLE1,1,999,2848,147,PRICKLE1,HGNC:17019,prickle planar cell polarity protein 1,15,prostaglandin-endoperoxide synthase 2,0
IF172_HUMAN,Q9UG01,IFT172,Intraflagellar transport protein 172 homolog,0,24,9,33,bin_5,Intraflagellar transport protein 172 homolog,IFT172,1,992,2855,154,IFT172,HGNC:30391,intraflagellar transport 172,15,sodium voltage-gated channel alpha subunit 11,0
ACHA_HUMAN,P02708,CHRNA1,Acetylcholine receptor subunit alpha ,4,14,8,26,bin_5,Acetylcholine receptor subunit alpha,CHRNA,0,1056,2785,45690,CHRNA1,HGNC:1955,cholinergic receptor nicotinic alpha 1 subunit,15,cytochrome b-245 beta chain,0
SDCB1_HUMAN,O00560,SDCBP,Syntenin-1,14,19,21,54,bin_5,Syntenin-1,SDCBP,1,1016,2828,1474,SDCBP,HGNC:10662,syndecan binding protein,15,prostaglandin-endoperoxide synthase 2,0
CALRL_HUMAN,Q16602,CALCRL,Calcitonin gene-related peptide type 1 receptor ,5,13,7,25,bin_5,Calcitonin gene-related peptide type 1 receptor,CALCRL,1,1039,2802,20507,CALCRL,HGNC:16709,calcitonin receptor like receptor,15,serpin family E member 1,0
GRM2_HUMAN,Q14416,GRM2,Metabotropic glutamate receptor 2,5,15,6,26,bin_5,Metabotropic glutamate receptor 2,GRM2,1,978,2871,1333,GRM2,HGNC:4594,glutamate metabotropic receptor 2,15,interleukin 6,0
