ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,all_go_counts,bin,normalized_protein,normalized_gene_name,MATCH,PMC_ID,Rank,PMC_PROTEIN,HGNC_symbol,HGNC_id,HGNC_name,Bin,predicted_hgnc_term,term_match_result
MICU1_HUMAN,Q9H9N6,MICU1,"Calcium uptake protein 1, mitochondrial ",5,9,7,21,bin_5,"Calcium uptake protein 1, mitochondrial",MICU1,1,1685,2184,90492,MICU1,HGNC:1530,mitochondrial calcium uptake 1,12,apolipoprotein E,0
FEZF2_HUMAN,Q8TBJ5,FEZF2,Fez family zinc finger protein 2,5,15,1,21,bin_5,Fez family zinc finger protein 2,FEZF2,1,1505,2350,465,FEZF2,HGNC:13506,FEZ family zinc finger 2,12,solute carrier family 25 member 18,0
STX17_HUMAN,P56962,STX17,Syntaxin-17 ,4,10,14,28,bin_5,Syntaxin-17,STX17,1,1502,2354,3280,STX17,HGNC:11432,syntaxin 17,12,solute carrier family 25 member 18,0
ERCC5_HUMAN,P28715,ERCC5,DNA excision repair protein ERCC-5 ,11,7,5,23,bin_5,DNA excision repair protein ERCC-5,ERCC5,1,1582,2283,128,ERCC5,HGNC:3437,"ERCC excision repair 5, endonuclease",12,apolipoprotein A1,0
S22A5_HUMAN,O76082,SLC22A5,Organic cation/carnitine transporter 2 ,8,13,8,29,bin_5,Organic cation/carnitine transporter 2,SLC22A5,1,1565,2293,888,SLC22A5,HGNC:10969,solute carrier family 22 member 5,12,solute carrier family 25 member 18,0
MARK4_HUMAN,Q96L34,MARK4,MAP/microtubule affinity-regulating kinase 4 ,9,14,9,32,bin_5,MAP/microtubule affinity-regulating kinase 4,MARK4,1,1513,2340,367,MARK4,HGNC:13538,microtubule affinity regulating kinase 4,12,solute carrier family 25 member 18,0
PR15A_HUMAN,O75807,PPP1R15A,Protein phosphatase 1 regulatory subunit 15A,4,14,9,27,bin_5,protein,PPP1R15A,1,1672,2195,460,PPP1R15A,HGNC:14375,protein phosphatase 1 regulatory subunit 15A,12,solute carrier family 25 member 18,0
PO3F2_HUMAN,P20265,POU3F2,"POU domain, class 3, transcription factor 2",7,21,3,31,bin_5,"POU domain, class 3, transcription factor 2",POU3F2,1,1570,2290,5456,POU3F2,HGNC:9215,POU class 3 homeobox 2,12,solute carrier family 25 member 18,0
PUM1_HUMAN,Q14671,PUM1,Pumilio homolog 1 ,3,15,6,24,bin_5,Pumilio homolog 1,PUM1,1,1522,2329,1938,PUM1,HGNC:14957,pumilio RNA binding family member 1,12,solute carrier family 25 member 18,0
GBB3_HUMAN,P16520,GNB3,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,4,10,7,21,bin_5,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,GNB3,1,1487,2370,1306,GNB3,HGNC:4400,G protein subunit beta 3,12,apolipoprotein E,0
S38A2_HUMAN,Q96QD8,SLC38A2,Sodium-coupled neutral amino acid symporter 2 ,8,24,7,39,bin_5,Sodium-coupled neutral amino acid symporter 2,SLC38A2,1,1491,2366,485,SLC38A2,HGNC:13448,solute carrier family 38 member 2,12,solute carrier family 25 member 18,0
PLLIVFSDDQ,O95393,BMP10,Bone morphogenetic protein 10,5,25,5,35,bin_5,Bone morphogenetic protein 10,BMP10,1,1654,2214,72985,BMP10,HGNC:20869,bone morphogenetic protein 10,12,solute carrier family 25 member 18,0
ACACB_HUMAN,O00763,ACACB,Acetyl-CoA carboxylase 2 ,5,21,5,31,bin_5,Acetyl-CoA carboxylase 2,ACACB,1,1516,2337,33582,ACACB,HGNC:85,acetyl-CoA carboxylase beta,12,apolipoprotein B,0
AMOT_HUMAN,Q4VCS5,AMOT,Angiomotin,2,21,15,38,bin_5,Angiomotin,AMOT,1,1624,2239,2192,AMOT,HGNC:17810,angiomotin,12,solute carrier family 25 member 18,0
PHF8_HUMAN,Q7Z6D4,PHF8,Histone lysine demethylase PHF8,13,7,4,24,bin_5,Histone lysine demethylase PHF8,PHF8,1,1526,2326,902,PHF8,HGNC:20672,PHD finger protein 8,12,solute carrier family 25 member 18,0
FOXF2_HUMAN,Q12947,FOXF2,Forkhead box protein F2,9,14,6,29,bin_5,Forkhead box protein F2,FOXF2,1,1513,2341,2351,FOXF2,HGNC:3810,forkhead box F2,12,solute carrier family 22 member 5,0
PLCB1_HUMAN,Q9H4H2,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 ",9,43,10,62,bin_5,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",PLCB1,1,1565,2292,289,PLCB1,HGNC:15917,phospholipase C beta 1,12,solute carrier family 25 member 18,0
PDGFD_HUMAN,Q9GZP0,PDGFD,"Platelet-derived growth factor D, receptor-binding form",2,17,4,23,bin_5,"Platelet-derived growth factor D, receptor-binding form",PDGFD,1,1662,2209,7349,PDGFD,HGNC:30620,platelet derived growth factor D,12,solute carrier family 25 member 18,0
KIF4A_HUMAN,O95239,KIF4A,Chromosome-associated kinesin KIF4A,6,6,10,22,bin_5,Chromosome-associated kinesin KIF4A,KIF4A,1,1619,2245,59,KIF4A,HGNC:13339,kinesin family member 4A,12,solute carrier family 25 member 18,0
CAC1S_HUMAN,Q13698,CACNA1S,Voltage-dependent L-type calcium channel subunit alpha-1S,6,15,7,28,bin_5,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1,1565,2294,143,CACNA1S,HGNC:1397,calcium voltage-gated channel subunit alpha1 S,12,apolipoprotein E,0
TPM4_HUMAN,Q9UCS4,TPM4,Tropomyosin alpha-4 chain,6,4,10,20,bin_5,Tropomyosin alpha-4 chain,TPM4,1,1563,2296,595,TPM4,HGNC:12013,tropomyosin 4,12,solute carrier family 25 member 18,0
ACV1B_HUMAN,P36896,ACVR1B,Activin receptor type-1B,11,19,5,35,bin_5,Activin receptor type-1B,ACVR1B,1,1647,2221,424,ACVR1B,HGNC:172,activin A receptor type 1B,12,apolipoprotein B,0
ARI5B_HUMAN,Q14865,ARID5B,AT-rich interactive domain-containing protein 5B,3,22,2,27,bin_5,AT-rich interactive domain-containing protein 5B,ARID5B,1,1671,2198,200,ARID5B,HGNC:17362,AT-rich interaction domain 5B,12,solute carrier family 25 member 18,0
PPM1A_HUMAN,P35813,PPM1A,Protein phosphatase 1A,6,16,5,27,bin_5,protein phosphatase 1A,PPM1A,1,1338,2496,59584,PPM1A,HGNC:9275,"protein phosphatase, Mg2+/Mn2+ dependent 1A",13,solute carrier family 25 member 18,0
PDE4A_HUMAN,Q9H3H2,PDE4A,"3',5'-cyclic-AMP phosphodiesterase 4A ",4,8,8,20,bin_5,"3',5'-cyclic-AMP phosphodiesterase 4A",PDE4A,1,1328,2501,627,PDE4A,HGNC:8780,phosphodiesterase 4A,13,solute carrier family 25 member 18,0
CPSF6_HUMAN,Q16630,CPSF6,Cleavage and polyadenylation specificity factor subunit 6 ,4,7,11,22,bin_5,Cleavage and polyadenylation specificity factor subunit 6,CPSF6,1,1389,2450,7170,CPSF6,HGNC:13871,cleavage and polyadenylation specific factor 6,13,solute carrier family 25 member 18,0
ITA8_HUMAN,P53708,ITGA8,Integrin alpha-8 light chain,2,19,12,33,bin_5,Integrin alpha-8 light chain,ITGA8,1,1360,2472,186,ITGA8,HGNC:6144,integrin subunit alpha 8,13,solute carrier family 25 member 18,0
INHBB_HUMAN,P09529,INHBB,Inhibin beta B chain,5,28,4,37,bin_5,Inhibin beta B chain,INHBB,1,1458,2392,0,INHBB,HGNC:6067,inhibin subunit beta B,13,solute carrier family 25 member 18,0
MCLN1_HUMAN,Q9GZU1,MCOLN1,Mucolipin-1 ,11,13,14,38,bin_5,Mucolipin-1,MCOLN1,1,1325,2502,1150,MCOLN1,HGNC:13356,mucolipin TRP cation channel 1,13,solute carrier family 25 member 18,0
CARD8_HUMAN,Q96P82,CARD8,"Caspase recruitment domain-containing protein 8, N-terminus ",8,15,7,30,bin_5,"Caspase recruitment domain-containing protein 8, N-terminus",CARD8,1,1260,2570,2747,CARD8,HGNC:17057,caspase recruitment domain family member 8,13,solute carrier family 25 member 18,0
AMBP_HUMAN,P02760,AMBP,Trypstatin ,8,5,11,24,bin_5,Trypstatin,no appropriate match,0,1476,2382,27,AMBP,HGNC:453,alpha-1-microglobulin/bikunin precursor,13,apolipoprotein E,0
B4GT1_HUMAN,P15291,B4GALT1,"Processed beta-1,4-galactosyltransferase 1 ",10,20,16,46,bin_5,"Processed beta-1,4-galactosyltransferase 1",B4GALT1,1,1280,2548,1074,B4GALT1,HGNC:924,"beta-1,4-galactosyltransferase 1",13,apolipoprotein E,0
GOLP3_HUMAN,Q9H4A6,GOLPH3,Golgi phosphoprotein 3,3,20,11,34,bin_5,Golgi phosphoprotein 3,GOLPH3,1,1276,2552,10649,GOLPH3,HGNC:15452,golgi phosphoprotein 3,13,solute carrier family 25 member 18,0
PRGC2_HUMAN,Q8TDE5,PPARGC1B,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,5,13,5,23,bin_5,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,PPARGC1B,1,1354,2481,1473,PPARGC1B,HGNC:30022,PPARG coactivator 1 beta,13,solute carrier family 25 member 18,0
SSR3_HUMAN,P32745,SSTR3,Somatostatin receptor type 3,4,11,5,20,bin_5,Somatostatin receptor type 3,SSTR3,1,1342,2491,37867,SSTR3,HGNC:11332,somatostatin receptor 3,13,solute carrier family 25 member 18,0
TBB2B_HUMAN,Q9BVA1,TUBB2B,Tubulin beta-2B chain,5,8,7,20,bin_5,Tubulin beta-2B chain,TUBB2B,1,1291,2538,253,TUBB2B,HGNC:30829,tubulin beta 2B class IIb,13,solute carrier family 25 member 18,0
ERR1_HUMAN,P11474,ESRRA,Steroid hormone receptor ERR1,10,4,7,21,bin_5,Steroid hormone receptor ERR1,ESRRA,1,1458,2393,95,ESRRA,HGNC:3471,estrogen related receptor alpha,13,solute carrier family 25 member 18,0
DTBP1_HUMAN,Q96EV8,DTNBP1,Dysbindin,0,23,24,47,bin_5,Dysbindin,DTNBP1,1,1346,2488,1820,DTNBP1,HGNC:17328,dystrobrevin binding protein 1,13,solute carrier family 25 member 18,0
AELLLGQPIF,P49840,GSK3A,Glycogen synthase kinase-3 alpha,7,49,10,66,bin_5,Glycogen synthase kinase-3 alpha,GSK3A,1,1300,2527,686,GSK3A,HGNC:4616,glycogen synthase kinase 3 alpha,13,solute carrier family 25 member 18,0
GNA13_HUMAN,Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,7,16,10,33,bin_5,Guanine nucleotide-binding protein subunit alpha-13,GNA13,1,1261,2568,338,GNA13,HGNC:4381,G protein subunit alpha 13,13,solute carrier family 25 member 18,0
RAB13_HUMAN,P51153,RAB13,Ras-related protein Rab-13,2,15,17,34,bin_5,Ras-related protein Rab-13,RAB13,1,1265,2564,41,RAB13,HGNC:9762,"RAB13, member RAS oncogene family",13,solute carrier family 25 member 18,0
CTR1_HUMAN,P30825,SLC7A1,High affinity cationic amino acid transporter 1,7,11,6,24,bin_5,High affinity cationic amino acid transporter 1,SLC7A1,1,1437,2412,353,SLC7A1,HGNC:11057,solute carrier family 7 member 1,13,solute carrier family 25 member 18,0
CHM4B_HUMAN,Q9H444,CHMP4B,Charged multivesicular body protein 4b,3,31,20,54,bin_5,Charged multivesicular body protein 4b,CHMP4B,1,1293,2535,475,CHMP4B,HGNC:16171,charged multivesicular body protein 4B,13,solute carrier family 25 member 18,0
ARPC2_HUMAN,O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,2,6,13,21,bin_5,Actin-related protein 2/3 complex subunit 2,ARPC2,1,1407,2437,2537,ARPC2,HGNC:705,actin related protein 2/3 complex subunit 2,13,apolipoprotein A1,0
PRP8_HUMAN,Q6P2Q9,PRPF8,Pre-mRNA-processing-splicing factor 8,7,7,10,24,bin_5,Pre-mRNA-processing-splicing factor 8,PRPF8,1,1302,2524,116,PRPF8,HGNC:17340,pre-mRNA processing factor 8,13,solute carrier family 25 member 18,0
ARH_HUMAN,Q5SW96,LDLRAP1,Low density lipoprotein receptor adapter protein 1 ,10,16,9,35,bin_5,Low density lipoprotein receptor adapter protein 1,LDLRAP1,1,1290,2539,10574,LDLRAP1,HGNC:18640,low density lipoprotein receptor adaptor protein 1,13,solute carrier family 25 member 18,0
NDUS2_HUMAN,O75306,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",8,10,5,23,bin_5,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,1,1343,2490,8258,NDUFS2,HGNC:7708,NADH:ubiquinone oxidoreductase core subunit S2,13,solute carrier family 25 member 18,0
C1QBP_HUMAN,Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",10,26,10,46,bin_5,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,1,1441,2407,245,C1QBP,HGNC:1243,complement C1q binding protein,13,apolipoprotein E,0
RAB1B_HUMAN,Q9H0U4,RAB1B,Ras-related protein Rab-1B,3,7,10,20,bin_5,Ras-related protein Rab-1B,RAB1B,1,1395,2443,112,RAB1B,HGNC:18370,"RAB1B, member RAS oncogene family",13,solute carrier family 25 member 18,0
BCAR1_HUMAN,F5GXV6,BCAR1,Breast cancer anti-estrogen resistance protein 1,2,23,8,33,bin_5,Breast cancer anti-estrogen resistance protein 1,BCAR1,1,1341,2492,4258,BCAR1,HGNC:971,"BCAR1 scaffold protein, Cas family member",13,apolipoprotein E,0
ARNT2_HUMAN,Q9HBZ2,ARNT2,Aryl hydrocarbon receptor nuclear translocator 2,7,8,6,21,bin_5,Aryl hydrocarbon receptor nuclear translocator 2,ARNT2,1,1341,2494,6750,ARNT2,HGNC:16876,aryl hydrocarbon receptor nuclear translocator 2,13,solute carrier family 25 member 18,0
ABCE1_HUMAN,P61221,ABCE1,ATP-binding cassette sub-family E member 1,9,7,6,22,bin_5,ATP-binding cassette sub-family E member 1,ABCE1,1,1428,2419,4305,ABCE1,HGNC:69,ATP binding cassette subfamily E member 1,13,apolipoprotein B,0
VRLVGRGGRR,P78559,MAP1A,MAP1 light chain LC2,6,16,15,37,bin_5,MAP1 light chain LC2,MAP1LC2,0,1454,2396,20,MAP1A,HGNC:6835,microtubule associated protein 1A,13,solute carrier family 25 member 18,0
SMC6_HUMAN,Q96SB8,SMC6,Structural maintenance of chromosomes protein 6,6,9,11,26,bin_5,Structural maintenance of chromosomes protein 6,SMC6,1,1141,2694,49555,SMC6,HGNC:20466,structural maintenance of chromosomes 6,14,solute carrier family 25 member 18,0
PTPA_HUMAN,Q9NNZ8,PTPA,Serine/threonine-protein phosphatase 2A activator,8,7,7,22,bin_5,Serine/threonine-protein phosphatase 2A activator,PPP2R4,0,1136,2699,2805,PTPA,HGNC:9308,protein phosphatase 2 phosphatase activator,14,solute carrier family 25 member 18,0
TYB4_HUMAN,P62328,TMSB4X,Hemoregulatory peptide AcSDKP ,4,10,6,20,bin_5,Hemoregulatory peptide AcSDKP,no appropriate match,0,1186,2648,68,TMSB4X,HGNC:11881,thymosin beta 4 X-linked,14,solute carrier family 25 member 18,0
GRHL3_HUMAN,Q8TE85,GRHL3,Grainyhead-like protein 3 homolog ,5,16,3,24,bin_5,Grainyhead-like protein 3 homolog,GRHL3,1,1160,2670,439,GRHL3,HGNC:25839,grainyhead like transcription factor 3,14,solute carrier family 25 member 18,0
UTRN_HUMAN,P46939,UTRN,Utrophin ,5,5,13,23,bin_5,Utrophin,UTRN,1,1247,2590,4423,UTRN,HGNC:12635,utrophin,14,solute carrier family 25 member 18,0
IGJ_HUMAN,P01591,JCHAIN,Immunoglobulin J chain,5,9,8,22,bin_5,Immunoglobulin J chain,IGJ,0,1135,2700,196779,JCHAIN,HGNC:5713,joining chain of multimeric IgA and IgM,14,solute carrier family 25 member 18,0
KRIT1_HUMAN,O00522,KRIT1,Krev interaction trapped protein 1,3,11,6,20,bin_5,Krev interaction trapped protein 1,KRIT1,1,1076,2768,993,KRIT1,HGNC:1573,KRIT1 ankyrin repeat containing,14,apolipoprotein E,0
JAM1_HUMAN,Q9Y624,F11R,Junctional adhesion molecule A,5,22,6,33,bin_5,Junctional adhesion molecule A,F11R,1,1253,2580,2649,F11R,HGNC:14685,F11 receptor,14,solute carrier family 25 member 18,0
SPTA1_HUMAN,P02549,SPTA1,"Spectrin alpha chain, erythrocytic 1",3,9,11,23,bin_5,"Spectrin alpha chain, erythrocytic 1",SPTA1,1,1094,2746,1764,SPTA1,HGNC:11272,"spectrin alpha, erythrocytic 1",14,solute carrier family 25 member 18,0
COMD1_HUMAN,Q8N668,COMMD1,COMM domain-containing protein 1,9,10,9,28,bin_5,COMM domain-containing protein 1,COMMD1,1,1089,2750,661,COMMD1,HGNC:23024,copper metabolism domain containing 1,14,solute carrier family 25 member 18,0
CAPON_HUMAN,O75052,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein ,3,12,13,28,bin_5,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,NOS1AP,1,1154,2679,250,NOS1AP,HGNC:16859,nitric oxide synthase 1 adaptor protein,14,solute carrier family 25 member 18,0
CUBN_HUMAN,O60494,CUBN,Cubilin ,5,8,16,29,bin_5,Cubilin,CUBN,1,1147,2689,2567,CUBN,HGNC:2548,cubilin,14,solute carrier family 25 member 18,0
GRM7_HUMAN,Q14831,GRM7,Metabotropic glutamate receptor 7,8,10,9,27,bin_5,Metabotropic glutamate receptor 7,GRM7,1,1106,2736,670,GRM7,HGNC:4599,glutamate metabotropic receptor 7,14,solute carrier family 25 member 18,0
ADA1A_HUMAN,Q96RE8,ADRA1A,Alpha-1A adrenergic receptor,2,33,8,43,bin_5,Alpha-1A adrenergic receptor,ADRA1A,1,1246,2591,20464,ADRA1A,HGNC:277,adrenoceptor alpha 1A,14,apolipoprotein A1,0
VILI_HUMAN,P09327,VIL1,Villin-1,7,28,11,46,bin_5,Villin-1,VIL1,1,1150,2686,552,VIL1,HGNC:12690,villin 1,14,solute carrier family 25 member 18,0
GOPC_HUMAN,Q9HD26,GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein ,3,6,11,20,bin_5,Golgi-associated PDZ and coiled-coil motif-containing protein,GOPC,1,1114,2725,159,GOPC,HGNC:17643,golgi associated PDZ and coiled-coil motif containing,14,solute carrier family 25 member 18,0
CLAP2_HUMAN,O75122,CLASP2,CLIP-associating protein 2,5,30,20,55,bin_5,CLIP-associating protein 2,CLASP2,1,1076,2766,152,CLASP2,HGNC:17078,cytoplasmic linker associated protein 2,14,solute carrier family 25 member 18,0
VATA_HUMAN,P38606,ATP6V1A,V-type proton ATPase catalytic subunit A,4,10,18,32,bin_5,V-type proton ATPase catalytic subunit A,ATP6V1A,1,1079,2762,1484,ATP6V1A,HGNC:851,ATPase H+ transporting V1 subunit A,14,apolipoprotein E,0
TFDP1_HUMAN,Q14186,TFDP1,Transcription factor Dp-1,5,10,7,22,bin_5,Transcription factor Dp-1,TFDP1,1,1232,2610,5008,TFDP1,HGNC:11749,transcription factor Dp-1,14,solute carrier family 25 member 18,0
RPGP1_HUMAN,P47736,RAP1GAP,Rap1 GTPase-activating protein 1,4,9,8,21,bin_5,Rap1 GTPase-activating protein 1,RAP1GAP,1,1110,2733,4913,RAP1GAP,HGNC:9858,RAP1 GTPase activating protein,14,solute carrier family 25 member 18,0
PO3F3_HUMAN,P20264,POU3F3,"POU domain, class 3, transcription factor 3 ",6,17,3,26,bin_5,"POU domain, class 3, transcription factor 3",POU3F3,1,1201,2635,418,POU3F3,HGNC:9216,POU class 3 homeobox 3,14,solute carrier family 25 member 18,0
ASIC2_HUMAN,Q16515,ASIC2,Acid-sensing ion channel 2 ,3,20,3,26,bin_5,Acid-sensing ion channel 2,ASIC2,1,1115,2722,65041,ASIC2,HGNC:99,acid sensing ion channel subunit 2,14,apolipoprotein A-I,0
BBS2_HUMAN,Q9BXC9,BBS2,Bardet-Biedl syndrome 2 protein ,1,24,10,35,bin_5,Bardet-Biedl syndrome 2 protein,BBS2,1,1104,2737,108,BBS2,HGNC:967,Bardet-Biedl syndrome 2,14,apolipoprotein E,0
PIAS4_HUMAN,Q8N2W9,PIAS4,E3 SUMO-protein ligase PIAS4 ,7,17,7,31,bin_5,E3 SUMO-protein ligase PIAS4,PIAS4,1,1148,2688,744,PIAS4,HGNC:17002,protein inhibitor of activated STAT 4,14,solute carrier family 25 member 18,0
GPAT1_HUMAN,Q9HCL2,GPAM,"Glycerol-3-phosphate acyltransferase 1, mitochondrial ",2,19,3,24,bin_5,"Glycerol-3-phosphate acyltransferase 1, mitochondrial",GPAM,1,1236,2605,2909,GPAM,HGNC:24865,"glycerol-3-phosphate acyltransferase, mitochondrial",14,solute carrier family 25 member 18,0
JMY_HUMAN,Q8N9B5,JMY,Junction-mediating and -regulatory protein,4,8,8,20,bin_5,Junction-mediating and -regulatory protein,JMY,1,1188,2641,125,JMY,HGNC:28916,"junction mediating and regulatory protein, p53 cofactor",14,solute carrier family 25 member 18,0
KCND2_HUMAN,Q9NZV8,KCND2,A-type voltage-gated potassium channel KCND2 ,4,11,13,28,bin_5,A-type voltage-gated potassium channel KCND2,KCND2,1,1146,2690,284,KCND2,HGNC:6238,potassium voltage-gated channel subfamily D member 2,14,solute carrier family 25 member 18,0
TAPACPGKVH,Q00G26,PLIN5,Perilipin-5,2,13,5,20,bin_5,Perilipin-5,PLIN5,1,1144,2692,995,PLIN5,HGNC:33196,perilipin 5,14,solute carrier family 25 member 18,0
PPID_HUMAN,Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D ,7,13,5,25,bin_5,Peptidyl-prolyl cis-trans isomerase D,PPID,1,1222,2617,14104,PPID,HGNC:9257,peptidylprolyl isomerase D,14,solute carrier family 25 member 18,0
MK07_HUMAN,Q13164,MAPK7,Mitogen-activated protein kinase 7,6,21,5,32,bin_5,Mitogen-activated protein kinase 7,MAPK7,1,1244,2594,685,MAPK7,HGNC:6880,mitogen-activated protein kinase 7,14,solute carrier family 25 member 18,0
S6A14_HUMAN,Q9UN76,SLC6A14,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) ,7,8,5,20,bin_5,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),SLC6A14,1,959,2892,189,SLC6A14,HGNC:11047,solute carrier family 6 member 14,15,solute carrier family 25 member 18,0
WDR1_HUMAN,O75083,WDR1,WD repeat-containing protein 1,1,17,9,27,bin_5,WD repeat-containing protein 1,WDR1,1,957,2897,5154,WDR1,HGNC:12754,WD repeat domain 1,15,solute carrier family 25 member 18,0
FBX7_HUMAN,Q9Y3I1,FBXO7,F-box only protein 7,6,15,13,34,bin_5,F-box only protein 7,FBXO7,1,1001,2846,27824,FBXO7,HGNC:13586,F-box protein 7,15,solute carrier family 25 member 18,0
ANKH_HUMAN,Q9HCJ1,ANKH,Mineralization regulator ANKH ,3,15,4,22,bin_5,Mineralization regulator ANKH,ANKH,1,982,2868,227,ANKH,HGNC:15492,ANKH inorganic pyrophosphate transport regulator,15,solute carrier family 25 member 18,0
ANXA4_HUMAN,P09525,ANXA4,Annexin A4 ,7,7,10,24,bin_5,Annexin A4,ANXA4,1,1055,2788,4822,ANXA4,HGNC:542,annexin A4,15,apolipoprotein A-I,0
CCN4_HUMAN,O95388,CCN4,CCN family member 4 ,2,18,3,23,bin_5,CCN family member 4,WISP2,0,956,2898,5005,CCN4,HGNC:12769,cellular communication network factor 4,15,solute carrier family 25 member 18,0
CNTN2_HUMAN,Q02246,CNTN2,Contactin-2,1,11,9,21,bin_5,Contactin-2,CNTN2,1,893,2966,792,CNTN2,HGNC:2172,contactin 2,15,apolipoprotein E,0
E41L3_HUMAN,Q9Y2J2,EPB41L3,"Band 4.1-like protein 3, N-terminally processed",3,11,7,21,bin_5,EPB41L3,EPB41L3,1,1066,2778,5,EPB41L3,HGNC:3380,erythrocyte membrane protein band 4.1 like 3,15,solute carrier family 25 member 18,0
SIA4A_HUMAN,Q11201,ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",3,12,6,21,bin_5,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",ST3GAL1,1,914,2944,5,ST3GAL1,HGNC:10862,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",15,solute carrier family 25 member 18,0
ODFP2_HUMAN,Q1W2J6,ODF2,Outer dense fiber protein 2,2,6,13,21,bin_5,Outer dense fiber protein 2,ODF2,1,910,2948,14224,ODF2,HGNC:8114,outer dense fiber of sperm tails 2,15,solute carrier family 25 member 18,0
PO4F2_HUMAN,Q12837,POU4F2,"POU domain, class 4, transcription factor 2 ",6,30,7,43,bin_5,"POU domain, class 4, transcription factor 2",POU4F2,1,967,2877,430,POU4F2,HGNC:9219,POU class 4 homeobox 2,15,solute carrier family 25 member 18,0
1433F_HUMAN,Q04917,YWHAH,14-3-3 protein eta,9,14,7,30,bin_5,14-3-3 protein eta,YWHAH,1,961,2887,1643,YWHAH,HGNC:12853,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,15,solute carrier family 25 member 18,0
MP2K5_HUMAN,Q13163,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5,7,22,1,30,bin_5,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K5,1,921,2934,140,MAP2K5,HGNC:6845,mitogen-activated protein kinase kinase 5,15,solute carrier family 25 member 18,0
PTGIS_HUMAN,Q16647,PTGIS,Prostacyclin synthase,6,14,5,25,bin_5,Prostacyclin synthase,PTGIS,1,1052,2789,2313,PTGIS,HGNC:9603,prostaglandin I2 synthase,15,solute carrier family 25 member 18,0
TERF2_HUMAN,Q15554,TERF2,Telomeric repeat-binding factor 2,6,28,8,42,bin_5,Telomeric repeat-binding factor 2,TERF2,1,962,2884,2365,TERF2,HGNC:11729,telomeric repeat binding factor 2,15,solute carrier family 25 member 18,0
DUS22_HUMAN,Q9NRW4,DUSP22,Dual specificity protein phosphatase 22 ,5,13,5,23,bin_5,Dual specificity protein phosphatase 22,DUSP22,1,937,2923,35719,DUSP22,HGNC:16077,dual specificity phosphatase 22,15,solute carrier family 25 member 18,0
UD18_HUMAN,Q9HAW9,UGT1A8,UDP-glucuronosyltransferase 1A8 ,8,14,2,24,bin_5,UDP-glucuronosyltransferase 1A8,UGT1A8,1,898,2964,393,UGT1A8,HGNC:12540,UDP glucuronosyltransferase family 1 member A8,15,solute carrier family 25 member 18,0
CXAR_HUMAN,P78310,CXADR,Coxsackievirus and adenovirus receptor,9,16,20,45,bin_5,Coxsackievirus and adenovirus receptor,CXADR,1,901,2960,2450,CXADR,HGNC:2559,CXADR cell adhesion molecule,15,apolipoprotein A1,0
VPP3_HUMAN,Q13488,TCIRG1,V-type proton ATPase 116 kDa subunit a 3,2,40,11,53,bin_5,V-type proton ATPase 116 kDa subunit a 3,ATP6V0A3,0,1036,2808,304,TCIRG1,HGNC:11647,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",15,solute carrier family 25 member 18,0
KAT6B_HUMAN,Q8WYB5,KAT6B,Histone acetyltransferase KAT6B,9,8,5,22,bin_5,Histone acetyltransferase KAT6B,KAT6B,1,924,2931,527,KAT6B,HGNC:17582,lysine acetyltransferase 6B,15,solute carrier family 25 member 18,0
NK1R_HUMAN,P25103,TACR1,Substance-P receptor,2,38,7,47,bin_5,Substance-P receptor,TACR1,1,1013,2833,8707,TACR1,HGNC:11526,tachykinin receptor 1,15,solute carrier family 25 member 18,0
