ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_gene_symbol,match_result,processing_time
PLS1_HUMAN,O15162,PLSCR1,Phospholipid scramblase 1,14,18,12,44,bin_5,196,1818,PLCD3,0,4.12
ANM1_HUMAN,Q99872,PRMT1,Protein arginine N-methyltransferase 1 ,15,23,6,44,bin_5,979,1455,PRMT1,1,1.55
ABCC8_HUMAN,Q09428,ABCC8,ATP-binding cassette sub-family C member 8,10,28,6,44,bin_5,1325,65,ABCC8,1,0.22
XCT_HUMAN,Q9UPY5,SLC7A11,Cystine/glutamate transporter ,3,34,7,44,bin_5,2359,564,SLC7A11,1,1.44
SPAST_HUMAN,Q9UBP0,SPAST,Spastin ,8,18,18,44,bin_5,485,617,SPAST,1,2.05
WN10B_HUMAN,O00744,WNT10B,Protein Wnt-10b,3,39,2,44,bin_5,692,70,WNT10B,1,0.52
VCAM1_HUMAN,P19320,VCAM1,Soluble Vascular Cell Adhesion Molecule-1,4,26,14,44,bin_5,11327,3114,SCAM1,0,0.82
TPR_HUMAN,P12270,TPR,Nucleoprotein TPR ,9,23,12,44,bin_5,5484,118,NHP2L1,0,3.44
ATR_HUMAN,Q13535,ATR,Serine/threonine-protein kinase ATR,8,28,8,44,bin_5,19782,3187,ATR,1,2.36
FGF1_HUMAN,P05230,FGF1,Fibroblast growth factor 1,6,30,8,44,bin_5,3352,2553,FGF1,1,0.39
STK39_HUMAN,Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,5,31,8,44,bin_5,325,106,STK24,0,2.41
ELNE_HUMAN,P08246,ELANE,Neutrophil elastase,7,25,12,44,bin_5,493,9777,ELA2,0,0.36
BAD_HUMAN,Q92934,BAD,Bcl2-associated agonist of cell death,5,35,4,44,bin_5,65010,96,BAD,1,0.17
ATRX_HUMAN,Q9H0Z1,ATRX,Transcriptional regulator ATRX,11,23,10,44,bin_5,1773,179,ATRX,1,0.67
ADAM9_HUMAN,Q13443,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,9,28,7,44,bin_5,483,50,ADAMTS9,0,0.22
NR1H2_HUMAN,P55055,NR1H2,Oxysterols receptor LXR-beta,10,28,6,44,bin_5,150,3527,NR1H2,1,0.26
PTHY_HUMAN,P01270,PTH,Parathyroid hormone,5,37,2,44,bin_5,27327,49700,PTH,1,1.4
ABCD1_HUMAN,P33897,ABCD1,ATP-binding cassette sub-family D member 1 ,12,23,9,44,bin_5,727,71,ABCD1,1,1.85
HFE_HUMAN,Q96KU8,HFE,Hereditary hemochromatosis protein,4,30,11,45,bin_5,4302,5369,HFE,1,2.79
DRD4_HUMAN,P21917,DRD4,D(4) dopamine receptor,12,27,6,45,bin_5,1980,478,DRD4,1,0.95
GLRA1_HUMAN,P23415,GLRA1,Glycine receptor subunit alpha-1,9,22,14,45,bin_5,163,206,GLRA1,1,1.2
NUP62_HUMAN,P37198,NUP62,Nuclear pore glycoprotein p62,9,25,11,45,bin_5,161,165,NUP62,1,0.58
NCK1_HUMAN,P16333,NCK1,SH2/SH3 adapter protein NCK1 ,12,24,9,45,bin_5,214,9,NCK1,1,2.18
KIF14_HUMAN,Q15058,KIF14,Kinesin-like protein KIF14 ,8,29,8,45,bin_5,176,3,KIF14,1,0.74
OXYR_HUMAN,P30559,OXTR,Oxytocin receptor,4,37,4,45,bin_5,1282,7521,OXTR,1,0.3
GRB2_HUMAN,P62993,GRB2,Growth factor receptor-bound protein 2,12,19,14,45,bin_5,3753,2688,GRB2,1,0.98
CYLD_HUMAN,Q9NQC7,CYLD,Ubiquitin carboxyl-terminal hydrolase CYLD,7,30,8,45,bin_5,884,29,CYLD,1,1.55
HD_HUMAN,P42858,HTT,"Huntingtin, myristoylated N-terminal fragment",9,20,16,45,bin_5,6436,1,HTT,1,1.07
PENK_HUMAN,P01210,PENK,Met-enkephalin-Arg-Phe ,3,30,12,45,bin_5,628,56,POMC,0,0.74
DDB1_HUMAN,Q16531,DDB1,DNA damage-binding protein 1,7,27,11,45,bin_5,867,105,DDB1,1,3.44
CXAR_HUMAN,P78310,CXADR,Coxsackievirus and adenovirus receptor,9,16,20,45,bin_5,95,638,CXADR,1,1.47
ID2_HUMAN,Q02363,ID2,DNA-binding protein inhibitor ID-2,4,35,6,45,bin_5,1583,634,ID2,1,1.77
GTR1_HUMAN,P11166,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1 ",7,18,20,45,bin_5,3730,120,SLC2A1,1,0.25
ANGP1_HUMAN,Q15389,ANGPT1,Angiopoietin-1,2,36,7,45,bin_5,1209,3142,ANGPT1,1,1.59
TGM2_HUMAN,P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2 ,9,24,12,45,bin_5,656,2316,GGT2,0,3.55
CBL_HUMAN,P22681,CBL,E3 ubiquitin-protein ligase CBL,9,27,9,45,bin_5,5735,1641,CBL,1,2.11
DP13A_HUMAN,Q9UKG1,APPL1,DCC-interacting protein 13-alpha ,7,19,19,45,bin_5,316,1,DPF2,0,1.48
RPTOR_HUMAN,Q8N122,RPTOR,Regulatory-associated protein of mTOR ,8,28,9,45,bin_5,573,1998,RPTOR,1,2.52
TNF11_HUMAN,O14788,TNFSF11,"Tumor necrosis factor ligand superfamily member 11, soluble form",4,37,4,45,bin_5,4250,100,TNFSF11,1,0.62
RAB10_HUMAN,P61026,RAB10,Ras-related protein Rab-10,5,17,24,46,bin_5,402,9,RAB10,1,1.43
CAV2_HUMAN,P51636,CAV2,Caveolin-2,7,25,14,46,bin_5,1964,463,CAV2,1,0.73
EGR2_HUMAN,P11161,EGR2,E3 SUMO-protein ligase EGR2,13,28,5,46,bin_5,1198,4,EGR2,1,0.59
UCN1_HUMAN,P55089,UCN,Urocortin,4,37,5,46,bin_5,2001,1614,UCN,1,0.44
TF7L2_HUMAN,Q9NQB5,TCF7L2,Transcription factor 7-like 2,12,26,8,46,bin_5,2028,1416,TCF7L2,1,1.16
GDNF_HUMAN,Q9UMV2,GDNF,Glial cell line-derived neurotrophic factor,6,37,3,46,bin_5,6702,5544,GNDF,0,0.68
DNJA3_HUMAN,Q9NYH8,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",12,25,9,46,bin_5,86,5,DNAJA3,1,2.47
KCNA5_HUMAN,P22460,KCNA5,Potassium voltage-gated channel subfamily A member 5,9,26,11,46,bin_5,387,173,KCNH5,0,0.51
AHR_HUMAN,P35869,AHR,Aryl hydrocarbon receptor ,15,22,9,46,bin_5,26035,12270,ARNT,0,0.25
AP2B_HUMAN,Q92481,TFAP2B,Transcription factor AP-2-beta,12,31,3,46,bin_5,252,2147,TFAP2B,1,3.71
CLH1_HUMAN,Q00610,CLTC,Clathrin heavy chain 1 ,8,17,21,46,bin_5,217,444,CLTC,1,1.79
DISC1_HUMAN,C9J6D0,DISC1,Disrupted in schizophrenia 1 protein ,4,25,17,46,bin_5,1074,1398,DISC1,1,1.71
ACE2_HUMAN,Q9BYF1,ACE2,Processed angiotensin-converting enzyme 2 ,8,26,12,46,bin_5,14018,1008,ACE2,1,4.0
TIRAP_HUMAN,P58753,TIRAP,Toll/interleukin-1 receptor domain-containing adapter protein,8,31,7,46,bin_5,650,182,TICAM1,0,0.49
CNR1_HUMAN,Q9UNN0,CNR1,Cannabinoid receptor 1,3,34,9,46,bin_5,1103,13055,CNR1,1,4.13
C1QBP_HUMAN,Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",10,26,10,46,bin_5,534,16,C1QB,0,0.82
GRDN_HUMAN,Q3V6T2,CCDC88A,Girdin,16,18,12,46,bin_5,174,210,GIRDIN,0,1.9
CPSM_HUMAN,P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",12,27,7,46,bin_5,553,317,CPS1,1,1.62
B4GT1_HUMAN,P15291,B4GALT1,"Processed beta-1,4-galactosyltransferase 1 ",10,20,16,46,bin_5,147,157,B4GALT1,1,1.27
PK3CD_HUMAN,O00329,PIK3CD,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",5,36,5,46,bin_5,736,41,PIK3CD,1,2.15
EMP2_HUMAN,P54851,EMP2,Epithelial membrane protein 2,3,31,12,46,bin_5,153,58767,EMP2,1,4.91
NR4A2_HUMAN,P43354,NR4A2,Nuclear receptor subfamily 4 group A member 2,11,28,7,46,bin_5,1251,985,NR4A2,1,1.85
NR2E1_HUMAN,Q9Y466,NR2E1,Nuclear receptor subfamily 2 group E member 1,9,35,2,46,bin_5,176,0,NR2E1,1,0.97
KCJ11_HUMAN,Q14654,KCNJ11,ATP-sensitive inward rectifier potassium channel 11,9,25,12,46,bin_5,1075,324,KCNJ11,1,0.86
IKKA_HUMAN,O15111,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,9,31,6,46,bin_5,1798,628,IKBKA,0,3.43
BAIP2_HUMAN,Q9UQB8,BAIAP2,BAR/IMD domain-containing adapter protein 2 ,7,16,23,46,bin_5,178,0,BNIP2,0,1.72
CO3A1_HUMAN,V9GZI1,COL3A1,Collagen alpha-1(III) chain,7,35,4,46,bin_5,1831,185,COL3A1,1,3.08
XCL1_HUMAN,P47992,XCL1,Lymphotactin,4,40,2,46,bin_5,412,339,XCL1,1,3.19
CHM4A_HUMAN,Q9BY43,CHMP4A,Charged multivesicular body protein 4a,4,27,15,46,bin_5,52,4,CHMP4A,1,0.34
ACTN4_HUMAN,O43707,ACTN4,Alpha-actinin-4 ,14,13,19,46,bin_5,481,384,ACTN4,1,0.52
IRAK1_HUMAN,P51617,IRAK1,Interleukin-1 receptor-associated kinase 1 ,10,27,9,46,bin_5,1497,2030,IRAK1,1,2.45
PDPK1_HUMAN,O15530,PDPK1,3-phosphoinositide-dependent protein kinase 1,6,32,8,46,bin_5,677,1236,PDPK1,1,1.19
TMED2_HUMAN,Q15363,TMED2,Transmembrane emp24 domain-containing protein 2,3,28,15,46,bin_5,55,14,TMED2,1,0.48
CASP1_HUMAN,RKVRFSFEQP,CASP1,Caspase-1 subunit p10 ,8,27,11,46,bin_5,1260,34,CASP1,1,0.53
NFL_HUMAN,P07196,NEFL,Neurofilament light polypeptide,7,27,12,46,bin_5,315,1422,NEFL,1,2.38
MK08_HUMAN,P45983,MAPK8,Mitogen-activated protein kinase 8,9,30,7,46,bin_5,641,1776,MAPK8,1,1.68
CASR_HUMAN,P41180,CASR,Extracellular calcium-sensing receptor ,9,31,6,46,bin_5,2424,1648,CASR,1,0.3
ZBT16_HUMAN,Q05516,ZBTB16,Zinc finger and BTB domain-containing protein 16,10,29,7,46,bin_5,675,57,ZBTB16,1,0.52
NEU2_HUMAN,P01185,AVP,Copeptin,7,32,7,46,bin_5,11268,1519,AVP,1,0.84
PCKGC_HUMAN,P35558,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] ",7,35,4,46,bin_5,824,774,PCK1,1,6.22
EGF_HUMAN,P01133,EGF,Epidermal growth factor,6,33,7,46,bin_5,37862,97063,EGF,1,0.72
SOX2_HUMAN,P48431,SOX2,Transcription factor SOX-2,8,31,7,46,bin_5,11567,4476,SOX2,1,1.61
HAVR2_HUMAN,Q8TDQ0,HAVCR2,Hepatitis A virus cellular receptor 2,1,40,5,46,bin_5,1398,1472,OAT,0,4.28
NICA_HUMAN,Q92542,NCSTN,Nicastrin,4,25,17,46,bin_5,137,615,NCSTN,1,0.53
VILI_HUMAN,P09327,VIL1,Villin-1,7,28,11,46,bin_5,124,49,VIL1,1,1.62
NDF1_HUMAN,Q13562,NEUROD1,Neurogenic differentiation factor 1,8,33,5,46,bin_5,1154,385,NEUROG1,0,2.13
ERBB3_HUMAN,P21860,ERBB3,Receptor tyrosine-protein kinase erbB-3,10,28,8,46,bin_5,2814,2093,ERBB3,1,1.88
KAT7_HUMAN,O95251,KAT7,Histone acetyltransferase KAT7 ,13,24,9,46,bin_5,160,141,KAT7,1,4.15
SOX8_HUMAN,P57073,SOX8,Transcription factor SOX-8,5,37,4,46,bin_5,250,4201,SOX8,1,0.81
LPAR1_HUMAN,Q92633,LPAR1,Lysophosphatidic acid receptor 1,5,30,11,46,bin_5,323,2219,LPAR1,1,0.91
LOX5_HUMAN,P09917,ALOX5,Polyunsaturated fatty acid 5-lipoxygenase ,5,30,11,46,bin_5,591,3711,ALOX5,1,0.29
FZD4_HUMAN,Q9ULV1,FZD4,Frizzled-4,12,29,6,47,bin_5,469,159,FZD4,1,1.94
JUN_HUMAN,P05412,JUN,Transcription factor Jun ,18,21,8,47,bin_5,3674677,120075,JUN,1,1.54
PAX8_HUMAN,Q06710,PAX8,Paired box protein Pax-8,8,36,3,47,bin_5,2284,130,PAX8,1,0.3
CALM3_HUMAN,Q96HK3,CALM3,Calmodulin-3 ,9,24,14,47,bin_5,77,36,CALM3,1,1.51
IL2_HUMAN,P60568,IL2,Interleukin-2,7,38,2,47,bin_5,58114,65311,IL2,1,0.45
AL1A2_HUMAN,O94788,ALDH1A2,Retinal dehydrogenase 2,4,40,3,47,bin_5,415,1376,RHO,0,2.5
TNR5_HUMAN,P25942,CD40,Tumor necrosis factor receptor superfamily member 5,5,34,8,47,bin_5,17235,9350,TNFRSF5,0,0.49
DDX5_HUMAN,P17844,DDX5,Probable ATP-dependent RNA helicase DDX5,16,21,10,47,bin_5,486,2,DDX5,1,0.8
ADCYA_HUMAN,Q96PN6,ADCY10,Adenylate cyclase type 10,6,27,14,47,bin_5,111,1430,ADCY10,1,0.51
CCL21_HUMAN,O00585,CCL21,C-C motif chemokine 21,4,41,2,47,bin_5,1766,0,CCL21,1,2.87
SPTN4_HUMAN,Q9H254,SPTBN4,"Spectrin beta chain, non-erythrocytic 4",8,19,20,47,bin_5,28,9,SPTBN4,1,0.91
MYO6_HUMAN,Q9UM54,MYO6,Unconventional myosin-VI,9,11,27,47,bin_5,199,79,MYO6,1,1.31
BAG6_HUMAN,Q5SRP9,BAG6,Large proline-rich protein BAG6 ,11,28,8,47,bin_5,230,5,BAG6,1,0.69
NPC1_HUMAN,O15118,NPC1,NPC intracellular cholesterol transporter 1 ,5,31,11,47,bin_5,1736,219,NPC1,1,1.06
DTBP1_HUMAN,Q96EV8,DTNBP1,Dysbindin,0,23,24,47,bin_5,418,424,DTNBP1,1,2.88
CFLAR_HUMAN,Q9UEW1,CFLAR,CASP8 and FADD-like apoptosis regulator subunit p12,6,36,5,47,bin_5,1179,2,CFLAR,1,2.96
IKKB_HUMAN,GSPDSMNASR,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,11,29,7,47,bin_5,6526,459,IKBKB,1,1.09
GLI1_HUMAN,P08151,GLI1,Zinc finger protein GLI1,10,29,8,47,bin_5,3905,2301,GLI1,1,2.09
BCR_HUMAN,P11274,BCR,Breakpoint cluster region protein ,6,31,10,47,bin_5,45472,8431,BCR,1,0.5
PDX1_HUMAN,P52945,PDX1,Pancreas/duodenum homeobox protein 1,5,37,5,47,bin_5,3246,82,PDX1,1,3.08
HIP1_HUMAN,O00291,HIP1,Huntingtin-interacting protein 1,14,17,16,47,bin_5,344,162,HIP1,1,1.08
NSMA2_HUMAN,Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3 ,7,35,5,47,bin_5,240,1233,SMPD3,1,1.06
BOK_HUMAN,Q9UMX3,BOK,Bcl-2-related ovarian killer protein ,6,26,15,47,bin_5,2099,41,BOK,1,0.95
RO52_HUMAN,P19474,TRIM21,E3 ubiquitin-protein ligase TRIM21,9,29,9,47,bin_5,543,154,TRIM21,1,0.43
MP2K2_HUMAN,P36507,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,11,22,14,47,bin_5,829,50,MAP2K2,1,2.55
XRCC6_HUMAN,P12956,XRCC6,X-ray repair cross-complementing protein 6,14,16,17,47,bin_5,1550,2088,ERCC6,0,2.36
ABCA7_HUMAN,Q8IZY2,ABCA7,Phospholipid-transporting ATPase ABCA7 ,9,27,11,47,bin_5,381,1,ABCA7,1,3.49
LIF_HUMAN,P15018,LIF,Leukemia inhibitory factor,4,40,3,47,bin_5,12592,7054,LIF,1,0.84
PPIA_HUMAN,Q9UC61,PPIA,"Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",7,28,12,47,bin_5,599,2,PPIA,1,1.49
LCK_HUMAN,Q9NYT8,LCK,Tyrosine-protein kinase Lck,17,24,6,47,bin_5,3926,2828,LCK,1,0.65
FOXA1_HUMAN,P55317,FOXA1,Hepatocyte nuclear factor 3-alpha,9,33,5,47,bin_5,1645,938,FOXA1,1,0.28
RORA_HUMAN,P35398,RORA,Nuclear receptor ROR-alpha,14,29,4,47,bin_5,802,717,RORA,1,0.55
APEX1_HUMAN,P27695,APEX1,"DNA repair nuclease/redox regulator APEX1, mitochondrial",24,12,11,47,bin_5,1545,0,APEX1,1,0.22
NK1R_HUMAN,P25103,TACR1,Substance-P receptor,2,38,7,47,bin_5,178,4650,TACR1,1,1.79
AVR2B_HUMAN,Q13705,ACVR2B,Activin receptor type-2B,9,33,5,47,bin_5,208,33,ACVR2B,1,3.71
IFT20_HUMAN,Q8IY31,IFT20,Intraflagellar transport protein 20 homolog,2,25,20,47,bin_5,130,6,IFT20,1,5.28
ITPR1_HUMAN,Q14643,ITPR1,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 ",10,21,16,47,bin_5,949,1,ITPR1,1,0.47
VVSPALLDRE,P55290,CDH13,Cadherin-13,7,26,14,47,bin_5,479,462,CDH13,1,4.12
HCK_HUMAN,Q96CC0,HCK,Tyrosine-protein kinase HCK,6,31,10,47,bin_5,1216,622,HCK,1,2.47
NFIB_HUMAN,O00712,NFIB,Nuclear factor 1 B-type,6,37,5,48,bin_5,524,4,NFIB,1,1.65
ANGI_HUMAN,P03950,ANG,Angiogenin,11,25,12,48,bin_5,47092,1666,ANG,1,4.0
IRF3_HUMAN,Q14653,IRF3,Interferon regulatory factor 3 ,13,29,6,48,bin_5,4599,3485,IRF3,1,0.56
DAB2_HUMAN,P98082,DAB2,Disabled homolog 2,4,33,11,48,bin_5,537,652,DPVD,0,0.97
HAP1_HUMAN,P54257,HAP1,Huntingtin-associated protein 1,4,26,18,48,bin_5,819,134,HTTIP2,0,3.61
GHR_HUMAN,P10912,GHR,Growth hormone-binding protein ,11,26,11,48,bin_5,3018,869,GHBP,0,0.63
TNFL4_HUMAN,P23510,TNFSF4,Tumor necrosis factor ligand superfamily member 4,4,41,3,48,bin_5,574,995,TNFSF4,1,5.73
RBX1_HUMAN,P62877,RBX1,"E3 ubiquitin-protein ligase RBX1, N-terminally processed",9,27,12,48,bin_5,595,0,RBX1,1,1.65
RARG_HUMAN,Q9H1I3,RARG,Retinoic acid receptor gamma,9,33,6,48,bin_5,275,2639,RARG,1,2.61
CLAP1_HUMAN,Q7Z460,CLASP1,CLIP-associating protein 1,4,29,15,48,bin_5,88,6,CAP1,0,1.67
PTN1_HUMAN,P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,11,27,10,48,bin_5,1492,7445,PTPN1,1,2.14
ACTG_HUMAN,P63261,ACTG1,"Actin, cytoplasmic 2, N-terminally processed",8,17,23,48,bin_5,214,2,ACTN2,0,2.68
PTN2_HUMAN,P17706,PTPN2,Tyrosine-protein phosphatase non-receptor type 2,7,33,8,48,bin_5,481,6376,PTN2,0,1.43
PTN_HUMAN,P21246,PTN,Pleiotrophin ,8,34,6,48,bin_5,1902,908,PTN,1,0.76
RADI_HUMAN,P35241,RDX,Radixin,6,25,17,48,bin_5,1594,1559,RDX,1,0.45
CATH_HUMAN,P09668,CTSH,Cathepsin H light chain,9,26,13,48,bin_5,435,9,CTSH,1,3.02
SCRIB_HUMAN,Q14160,SCRIB,Protein scribble homolog,3,29,16,48,bin_5,472,59,MAST2,0,0.53
CHM2B_HUMAN,Q9UQN3,CHMP2B,Charged multivesicular body protein 2b,2,30,16,48,bin_5,234,58,CHMP2B,1,6.82
FZD5_HUMAN,Q13467,FZD5,Frizzled-5,8,29,11,48,bin_5,266,84,FZD5,1,2.19
LEG3_HUMAN,P17931,LGALS3,Galectin-3,9,23,16,48,bin_5,6158,5926,LAGE3,0,1.78
LIPL_HUMAN,P06858,LPL,Lipoprotein lipase,14,27,7,48,bin_5,8232,14357,LPL,1,1.46
DGKQ_HUMAN,P52824,DGKQ,Diacylglycerol kinase theta ,8,27,13,48,bin_5,29,82,DGKT1,0,2.8
AT1B1_HUMAN,P05026,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,7,28,13,48,bin_5,206,5,ATP1B1,1,2.19
HLAE_HUMAN,P13747,HLA-E,"Soluble HLA class I histocompatibility antigen, alpha chain E",6,29,13,48,bin_5,1260,72,HLAG,0,2.51
THRB_HUMAN,P00734,F2,Thrombin heavy chain,7,33,8,48,bin_5,48978,380,F2,1,0.89
OPRK_HUMAN,P41145,OPRK1,Kappa-type opioid receptor,4,30,14,48,bin_5,221,71,OPRK1,1,1.18
B2L11_HUMAN,Q8WYM1,BCL2L11,Bcl-2-like protein 11,2,39,7,48,bin_5,1873,2041,BCL2L11,1,0.88
M3K5_HUMAN,Q99683,MAP3K5,Mitogen-activated protein kinase kinase kinase 5,12,31,5,48,bin_5,783,35118,MAP3K5,1,1.73
CALM2_HUMAN,Q96HK3,CALM2,Calmodulin-2 ,10,23,15,48,bin_5,140,87,SMTNL2,0,1.41
CREB3_HUMAN,O43889,CREB3,Processed cyclic AMP-responsive element-binding protein 3,14,22,12,48,bin_5,222,640,CREB3L3,0,2.88
KCC2D_HUMAN,Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,10,28,10,48,bin_5,198,49,CAMK2D,1,3.9
PDGFA_HUMAN,P04085,PDGFA,Platelet-derived growth factor subunit A,7,32,9,48,bin_5,1213,1254,PDGFA,1,1.9
SNF5_HUMAN,Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,5,25,18,48,bin_5,1724,1308,SMARCB1,1,0.34
RAB8A_HUMAN,P61006,RAB8A,Ras-related protein Rab-8A,6,18,24,48,bin_5,361,3,RAB8A,1,1.5
BMP6_HUMAN,P22004,BMP6,Bone morphogenetic protein 6,4,43,1,48,bin_5,1382,823,BMP6,1,5.48
RAB5A_HUMAN,P20339,RAB5A,Ras-related protein Rab-5A,4,16,28,48,bin_5,380,5,RAB5A,1,0.69
CTNA1_HUMAN,P35221,CTNNA1,Catenin alpha-1 ,8,25,15,48,bin_5,733,6629,CTNNA1,1,1.92
MSX2_HUMAN,P35548,MSX2,Homeobox protein MSX-2,7,36,5,48,bin_5,983,88,MSX2,1,1.18
HLAA_HUMAN,Q9UQU7,HLA-A,"HLA class I histocompatibility antigen, A alpha chain",8,22,19,49,bin_5,16828,870,HLA-A,1,1.23
TBX20_HUMAN,Q9UMR3,TBX20,T-box transcription factor TBX20,6,40,3,49,bin_5,244,159,TBX20,1,0.64
DNLI4_HUMAN,P49917,LIG4,DNA ligase 4 ,6,36,7,49,bin_5,657,4573,LIG4,1,1.16
S26A6_HUMAN,Q9BXS9,SLC26A6,Solute carrier family 26 member 6,14,23,12,49,bin_5,282,175,SLC26A6,1,1.53
KCNA1_HUMAN,Q09470,KCNA1,Potassium voltage-gated channel subfamily A member 1 ,5,22,22,49,bin_5,472,354,KCNH2,0,0.69
NCKPL_HUMAN,P55160,NCKAP1L,Nck-associated protein 1-like ,4,38,7,49,bin_5,41,5,NAP1L1,0,2.55
CXA5_HUMAN,P36382,GJA5,Gap junction alpha-5 protein,9,35,5,49,bin_5,665,605,GJA5,1,3.22
MYCD_HUMAN,Q8IZQ8,MYOCD,Myocardin,6,41,2,49,bin_5,217,1168,MYOCARDIN,0,2.67
ARRB2_HUMAN,Q8N7Y2,ARRB2,Beta-arrestin-2,8,31,10,49,bin_5,658,1247,ARRB2,1,1.35
MT3_HUMAN,P25713,MT3,Metallothionein-3,6,30,13,49,bin_5,933,461,MT3,1,1.52
MYOD1_HUMAN,P15172,MYOD1,Myoblast determination protein 1,15,28,6,49,bin_5,1762,3427,MBD1,0,1.15
NEU1_HUMAN,P01178,OXT,Neurophysin 1,4,41,4,49,bin_5,1449,789,NPAS2,0,1.81
NDP_HUMAN,Q00604,NDP,Norrin,3,43,3,49,bin_5,2094,194,NRN1,0,0.8
ERCC2_HUMAN,P18074,ERCC2,General transcription and DNA repair factor IIH helicase subunit XPD,8,31,10,49,bin_5,1370,6,ERCC2,1,1.56
CDK6_HUMAN,Q00534,CDK6,Cyclin-dependent kinase 6,5,34,10,49,bin_5,3984,2330,CDK6,1,1.86
NPT2A_HUMAN,Q06495,SLC34A1,Sodium-dependent phosphate transport protein 2A,4,33,12,49,bin_5,324,26,SLC34A2,0,0.29
MRE11_HUMAN,P49959,MRE11,Double-strand break repair protein MRE11 ,9,29,11,49,bin_5,2336,1097,MRE11,1,1.25
DKK1_HUMAN,O94907,DKK1,Dickkopf-related protein 1,4,41,4,49,bin_5,3459,331,DKK1,1,0.65
NOS2_HUMAN,P35228,NOS2,"Nitric oxide synthase, inducible ",10,31,8,49,bin_5,14355,61550,NOS2,1,0.8
NMDZ1_HUMAN,Q5VSF5,GRIN1,"Glutamate receptor ionotropic, NMDA 1",10,23,16,49,bin_5,467,1814,GRIN1,1,1.01
SCRB1_HUMAN,Q8WTV0,SCARB1,Scavenger receptor class B member 1,13,27,9,49,bin_5,2104,0,SCARB1,1,1.33
SDF1_HUMAN,Q9H554,CXCL12,SDF-1-alpha(3-67),6,39,4,49,bin_5,10896,0,CXCL12,1,1.02
TS101_HUMAN,Q99816,TSG101,Tumor susceptibility gene 101 protein,8,27,14,49,bin_5,1050,505,TSG101,1,0.59
5HT2B_HUMAN,P41595,HTR2B,5-hydroxytryptamine receptor 2B,6,37,6,49,bin_5,196,1033,HTR2B,1,0.44
CHM1A_HUMAN,Q9HD42,CHMP1A,Charged multivesicular body protein 1a,5,26,18,49,bin_5,63,12,CHMP1A,1,0.61
CBP_HUMAN,Q92793,CREBBP,CREB-binding protein,18,23,8,49,bin_5,2384,14197,CREBBP,1,1.72
IL33_HUMAN,O95760,IL33,Interleukin-33 (109-270),2,39,8,49,bin_5,5917,0,IL1RL1,0,0.92
YBOX1_HUMAN,P67809,YBX1,Y-box-binding protein 1 ,11,22,16,49,bin_5,1260,1384,BXSBP,0,0.3
ERCC6_HUMAN,IILSGSPMQN,ERCC6,DNA excision repair protein ERCC-6,9,34,6,49,bin_5,510,5,ERCC6,1,0.28
S10A9_HUMAN,P06702,S100A9,Protein S100-A9,8,29,12,49,bin_5,2483,87,S100A9,1,1.56
CITE1_HUMAN,Q99966,CITED1,Cbp/p300-interacting transactivator 1,5,40,4,49,bin_5,206,80,CIT1,0,1.0
CAN3_HUMAN,P20807,CAPN3,Calpain-3 ,11,29,9,49,bin_5,471,417,CAPN3,1,0.84
SPI1_HUMAN,P17947,SPI1,Transcription factor PU.1 ,17,28,4,49,bin_5,1424,1426,SPI1,1,0.47
MOES_HUMAN,P26038,MSN,Moesin ,7,20,22,49,bin_5,17269,2000,MSN,1,1.6
SOX11_HUMAN,P35716,SOX11,Transcription factor SOX-11,5,40,4,49,bin_5,713,969,SOX11,1,0.25
FXR1_HUMAN,P51114,FXR1,RNA-binding protein FXR1 ,8,24,17,49,bin_5,289,236,FXR1,1,1.67
WNT7B_HUMAN,P56706,WNT7B,Protein Wnt-7b,3,39,7,49,bin_5,457,33,WNT7B,1,0.24
NOD1_HUMAN,LNEQGETIFI,NOD1,Nucleotide-binding oligomerization domain-containing protein 1 ,9,35,6,50,bin_5,1437,1142,NOD1,1,0.76
BCL3_HUMAN,P20749,BCL3,B-cell lymphoma 3 protein,5,34,11,50,bin_5,889,343,BCL3,1,1.85
